order_id,order_date,customer_id,product_id,quantity,order_price,total_amount,product_name,category,subcategory,product_price,customer_name,city,state,country,age,gender,payment_method,shipping_address
6b087924-c8e3-4692-8662-f742d1943dcd,2024-07-02 22:12:27,15690599-79b6-4e31-924f-46e1deb9746d,8d647d6b-0bd6-4a26-8690-0b24e1876195,5,150.25,751.25,Couple,Home & Kitchen,Furniture,150.25,Cameron Acevedo,Nicholashaven,Tennessee,Bosnia and Herzegovina,54,Female,Debit Card,"0845 Marvin Locks, Paulashire, ND 45916"
088920d2-46b2-4eeb-9014-b39bc3ecd675,2024-07-01 21:09:29,3e033ea0-c2f1-4191-aa15-f8c024ced2c1,148a21f1-a2b9-4b85-986b-0c1fbcf923b0,5,456.23,2281.15,Teach,Sports,Fitness,456.23,Stephen Rogers,North Andrewville,Maine,United Kingdom,34,Female,Credit Card,"855 Sanchez Stravenue Apt. 822, Lake Debra, GU 51043"
7743574b-3a63-47cd-9241-c9482370b761,2023-04-29 17:31:35,0357beb2-5245-4134-9e7e-5feb48d77c6c,b12b6fef-0db5-43d4-8c45-92fc93a5cc61,4,422.09,1688.36,About,Sports,Fitness,422.09,Jennifer Chen,Williamfurt,California,Martinique,62,Male,PayPal,"74290 Nathan Centers, Walterfurt, KY 68553"
674fae54-e832-4ea4-8927-e8b849fb8947,2021-06-09 02:21:41,a8b1569a-3bd6-40df-b76e-808b2175b1ad,b6a71657-32f4-4f5f-bc27-ecba8e8b6458,4,396.73,1586.92,Team,Toys,Action Figures,396.73,Theresa Taylor,Jasmineburgh,Nebraska,Seychelles,53,Female,PayPal,"684 Patricia Drive, Powellstad, PR 41939"
9a3e445f-7d8d-4aab-8332-63c820fd9257,2024-09-20 23:16:29,90d5f9b0-2d10-4b97-9334-eb6c2bbbb910,3494540a-3818-4100-a776-bae9ef0c4a34,3,90.46,271.38,Defense,Electronics,Computers,90.46,Tanya Jones,Waltersmouth,Wisconsin,Albania,31,Male,Credit Card,"PSC 9524, Box 9086, APO AP 10042"
2ba0a34c-84ca-4054-b068-a7f294fa9578,2022-02-13 06:27:42,984779c4-5c94-4fa3-8aba-72ba0f2d46bc,67dc73f5-817f-43e4-9cf3-b176d6099aa0,4,193.67,774.68,Gas,Toys,Puzzles,193.67,Stephen Wells,Jenniferfort,Tennessee,Sweden,65,Female,Debit Card,"6275 Daniels Walk Suite 646, Kramerview, IN 48560"
8d850131-3e80-468b-8d8e-7a96278f52dc,2022-11-14 01:42:44,6317815e-7858-4e7a-ad58-433956cee4e6,7eb0bbc4-dae8-4c33-bde7-51253546f855,1,320.9,320.9,Follow,Sports,Fitness,320.9,Amy Newton,Jaredburgh,Kansas,Denmark,27,Other,Credit Card,"USNS Rodriguez, FPO AP 77366"
7a1d030b-8bbb-45e7-b824-7dab8dc8fac6,2021-11-23 00:49:30,4084d83d-bc02-4ba1-95b7-14371fac1cdc,34291299-060e-4b74-9c0c-584eb7b5e25a,2,35.57,71.14,Moment,Sports,Outdoor,35.57,Brian Blankenship,Markland,Idaho,Bermuda,60,Male,Cash on Delivery,"1994 Victoria Brook Apt. 669, Lawrencemouth, RI 02404"
64597c41-bc4c-41b1-9816-b140273f25d4,2024-08-30 14:13:19,da21eca1-8087-4554-993a-2a9b5045c6eb,4a905e44-24ab-49ec-84da-d26a4e9ad0e3,3,281.21,843.63,Develop,Toys,Puzzles,281.21,Kevin Rogers,Katherinefort,Hawaii,Fiji,32,Female,Cash on Delivery,"4168 West Orchard, Frederickview, NC 63848"
0f7c6e38-0ebe-4b6f-ae79-fb2dfb5ab82b,2021-09-15 20:14:35,0ee225c4-6759-4244-9437-030720a5f217,29b9914a-8d19-4554-be71-c4c944e9d5c1,4,77.23,308.92,Industry,Books,Comics,77.23,Nicholas Kirby,Danaberg,New York,Morocco,31,Female,Cash on Delivery,"20652 Cory Mission Apt. 319, Richardville, CO 65529"
622b19be-d1a6-4fc1-b8e0-9b2d97222470,2024-05-04 05:18:11,931ed7cb-56eb-48e4-9d67-e6898c677334,29d709e8-4efe-421d-b335-ee924703d175,2,242.11,484.22,Your,Toys,Educational,242.11,Paul Phillips,Lake Scott,Pennsylvania,Turks and Caicos Islands,58,Female,PayPal,"70065 Christopher Fork, Cheyenneton, OR 10833"
7ba4fd8e-9628-4d58-b199-64446730472f,2024-06-05 04:59:53,434a58c9-3ed2-477e-b804-62314482ed34,7eb0bbc4-dae8-4c33-bde7-51253546f855,2,320.9,641.8,Follow,Sports,Fitness,320.9,Ashley Hansen,South Robertland,Oregon,Denmark,33,Female,Credit Card,"405 Amanda Key Apt. 635, Lake Matthew, WY 94228"
4a8b5245-39cc-40df-a167-ec805312d98f,2022-06-29 23:20:56,340fb875-4387-4d27-a987-5e9a2f6b3745,fcee6847-8c34-4a6d-9fc8-9aee10558469,5,256.12,1280.6,Crime,Sports,Indoor,256.12,Michael Perkins,Howardtown,West Virginia,Botswana,55,Other,Cash on Delivery,"930 Jacob Lodge, Moniqueville, IA 86541"
a080497d-cc71-44fa-baaf-b9f360fce204,2023-07-17 04:28:02,ac66b887-2522-4314-8d4b-2b4a7e29d143,a124364c-ce35-414d-b3e1-d3de431adc7a,3,343.79,1031.37,Audience,Electronics,Mobile Phones,343.79,Kathleen Castillo,Lake Daniellestad,Wisconsin,Saint Kitts and Nevis,56,Other,Cash on Delivery,"25366 Hendricks Mill Apt. 936, South Andrea, DE 90078"
454a7e6d-0fac-41bd-a55b-c89ae20a6160,2022-05-18 18:40:52,b79807da-82a0-4c31-a2ca-5e0a58fce1d9,37326350-a510-4667-b17b-654a7be471fb,2,163.06,326.12,Clear,Clothing,Children,163.06,Justin Whitaker,North Melissa,Hawaii,Reunion,43,Female,Debit Card,"59090 Smith Heights Suite 636, West Robertmouth, CO 06528"
b60c84b9-141b-4208-8502-8aff29a05f3d,2023-06-09 17:07:48,2135090b-a2c3-4e00-9502-39882ba8cece,7b8665e6-f305-49f6-b6bd-be6e9fab72f0,3,407.51,1222.53,Agree,Electronics,Cameras,407.51,Ashley Hogan,Sheilaburgh,Idaho,Gambia,45,Other,Debit Card,"448 Benitez Lodge, East Randy, NY 81663"
1098bf07-114e-4ff9-a706-33847b4ac8a6,2023-11-22 06:06:50,66ab6843-da04-4b7a-b8fb-c4adcccc8d3d,d9618ca1-0da7-49c5-a566-0c26be7170dc,5,471.04,2355.2,Girl,Clothing,Men,471.04,Timothy Brown MD,Port Kellyton,South Dakota,Italy,43,Female,Credit Card,"USCGC Stanton, FPO AE 48189"
0e1cf40a-e33a-4ec8-aeff-f4b70a2e9e5d,2024-03-11 05:32:10,48039fb5-272a-4da1-87a0-5d62a0886fec,acc8b627-1899-4a22-b760-b003d11c1af8,2,484.62,969.24,Hear,Sports,Indoor,484.62,Cheryl Jenkins,North Frankburgh,Louisiana,Djibouti,38,Other,Net Banking,"Unit 5479 Box 3691, DPO AP 21662"
c2cbb7e7-0b6c-4228-a6aa-1f4b409dc62e,2022-03-07 19:22:14,e6c0aee0-80e7-42d0-874f-e4d591212ade,4362bfa1-9cb6-4166-81fb-664bc410f961,1,456.66,456.66,Tree,Toys,Puzzles,456.66,Robert Johnson,Port Cynthiafort,Illinois,United States of America,45,Female,PayPal,"49137 Castillo Village, Teresaton, NM 10001"
f260b631-4344-435c-82eb-c20f081254c4,2022-01-23 20:38:32,fdd2d6b5-b4e7-49db-b2b3-64bf6fc322b7,403cf62f-378b-4f05-a824-835262ad32bd,2,300.39,600.78,New,Electronics,Computers,300.39,Erica Davis,West Juliechester,Michigan,Northern Mariana Islands,56,Male,PayPal,"067 Jackson Springs Apt. 336, Sawyerfurt, OH 73811"
a753b8e4-9c15-4d1b-9417-57cb3ccb49d5,2024-07-11 00:02:25,e46fa8d1-3c28-48c4-a857-d83bf58b8de8,8a096bb5-5e3b-4a54-87d0-64d0fed9612c,3,125.74,377.22,Where,Books,Comics,125.74,Margaret Gomez,West Jonathanstad,New Jersey,Argentina,61,Male,PayPal,"Unit 4790 Box 4276, DPO AP 78108"
1fa28256-e465-47f7-8e7f-aa142899876d,2023-01-31 08:20:38,5d1db030-9679-47ea-840d-da2d8d380a47,f3aae32f-1943-4054-af30-f56a97bf6e9f,4,258.98,1035.92,Different,Home & Kitchen,Appliances,258.98,Kyle Mendoza,New Christian,Montana,Malawi,42,Male,PayPal,"431 Carlson Mall Suite 504, Robinsonbury, MS 36744"
2d355a54-5321-4cb5-9f56-b3b7a10e4e5f,2023-09-10 09:39:17,69ea4f3f-9958-4e55-93a5-a787be79c4f4,96476a7c-9bec-43e2-af07-27b11aa24427,5,498.64,2493.2,Central,Toys,Action Figures,498.64,James Harrington,Harrisfurt,Georgia,Togo,46,Male,Debit Card,"23202 Matthew Divide Apt. 952, Port James, MP 93335"
a85d2025-3db1-4e9a-8a74-f6aa2c3f53f5,2022-08-06 19:26:17,d3d52c37-6048-4bf2-9257-73991d87a0ee,aebe93a1-358e-4591-942d-7c580d413771,4,338.02,1352.08,Truth,Sports,Indoor,338.02,April Bush,East Norma,Kansas,Benin,34,Other,Net Banking,"721 Hester Track Apt. 725, Mariafurt, OH 71642"
734a4978-c614-40b0-a3fa-23faac1daa63,2023-09-12 07:21:18,f49fbf91-2e70-4b47-8d77-083807cac96e,59260bb9-7e5f-4125-b01f-a2c630cf56df,1,398.49,398.49,Scientist,Clothing,Women,398.49,Victor Lee,Sethchester,Oregon,Suriname,67,Other,Credit Card,"29072 Gallagher Run Apt. 535, Gilbertton, DE 21600"
27260793-da9a-4874-be3d-68ce34e75a4d,2023-03-12 23:27:48,1691e46f-f9dd-4551-b4d5-477a74a5a7f2,7b8665e6-f305-49f6-b6bd-be6e9fab72f0,4,407.51,1630.04,Agree,Electronics,Cameras,407.51,Hannah Lawrence,South Anthonyfurt,New Jersey,Belarus,18,Male,Debit Card,"996 Linda Ways, West John, GA 54460"
19c43a7b-0b2d-4581-a13a-b1124dce701a,2022-12-08 08:16:56,38a413b5-3042-4e59-a7e5-4dabdec7c96d,f677e8c7-6a5b-445b-94ea-b85b8fdf0a09,3,490.11,1470.33,Must,Clothing,Children,490.11,Steven Lopez,Gutierrezside,Oklahoma,Fiji,70,Male,Net Banking,"0063 Margaret Highway, Lake Michaelburgh, UT 47526"
4f743603-5507-467d-86ac-ba970b829956,2023-06-24 00:52:31,1c6a6f7e-a896-4b88-89f2-90e1bc238801,1de1a522-ab05-4998-a23a-eeea3c65f54a,3,50.4,151.2,Such,Books,Non-Fiction,50.4,Alex Trevino,Lake Tracyburgh,North Dakota,Argentina,20,Female,Credit Card,"36098 Amy Flat, North Angelton, CA 78071"
e5b27d6a-4b5b-496f-9392-6e08f82303cc,2024-02-10 11:07:03,57e278b1-7430-43d3-8545-80296367af79,1a793d59-95da-411f-8e9d-7165e853e296,1,353.13,353.13,Yes,Sports,Fitness,353.13,Duane Colon,Christyhaven,North Dakota,Bouvet Island (Bouvetoya),58,Other,Net Banking,"436 Tanya Mill, West Anthonyberg, MH 54311"
5238c56a-b759-4933-b8e3-b2e68a7528e3,2024-08-13 14:15:28,c9b8dae8-ca08-44cd-9df9-f6dc92fed1bb,1c317671-9169-4117-9535-d315bf8ef402,3,31.36,94.08,Minute,Electronics,Computers,31.36,Randy Cline,West Bradleyberg,Georgia,Lao People's Democratic Republic,65,Male,Credit Card,"522 Medina Stream, West Jeffrey, AZ 14665"
79e843c1-b68b-4daf-be06-546b76e942a4,2022-09-10 19:55:20,e8e2eeee-5caf-4c13-b7e5-a91edb648f7a,47ac48ba-416e-48d6-ba2c-c47d438c0738,5,236.37,1181.85,Tell,Sports,Indoor,236.37,Emily Jones,Holtfort,Florida,Madagascar,45,Other,PayPal,"131 Roberts Plain, Annborough, NM 01538"
42ca112c-3433-48e0-8227-e7074073af59,2024-07-05 08:32:57,9fc09dc2-28dc-484a-b178-2c4508c47d6a,16030ddf-a62e-4d30-9f17-a538a334bbe1,4,353.93,1415.72,Success,Clothing,Women,353.93,James Murillo,Jasonfort,Maryland,Japan,28,Male,PayPal,"340 Joseph Street Suite 267, New Joel, ND 82163"
1eb2d1c8-2f9a-410e-8cbd-758793417f99,2022-02-22 03:46:44,6f663fe0-b00d-4f55-94c1-a34997b57995,f1705a5d-b29e-46e7-acd2-34fef5ae88c9,4,393.27,1573.08,Pm,Home & Kitchen,Decor,393.27,Meredith Vega,Aaronstad,New Hampshire,Dominica,65,Female,Debit Card,"6085 Gregory Vista Apt. 763, Briannafort, CO 52961"
491e5500-ba26-4826-a252-dc173fcb1397,2022-06-09 16:25:29,37d17be7-adee-4b20-9126-2af793a8afac,d54c1efb-459b-4e8c-8ca2-cf60fb64669a,3,340.13,1020.39,System,Sports,Indoor,340.13,Douglas Anderson,Lopezside,Nebraska,San Marino,60,Other,Cash on Delivery,"9325 Stacy Point, North Meredithstad, MA 07936"
4259b151-982d-4532-aaec-a607b80326f6,2021-07-22 20:54:23,c29f8025-2b3b-4d59-ab1d-b846dd9bb922,8e62f48b-534b-4063-8a3c-c61928981631,5,236.67,1183.35,Talk,Books,Comics,236.67,Wendy Grant,New Randall,Rhode Island,Djibouti,41,Other,Cash on Delivery,"5966 Drew Spur Suite 694, Lake Juan, AZ 37837"
3f6c840e-de65-4a11-b1ca-613e649e0356,2024-05-09 14:05:25,32484ba4-385a-4b3c-9d37-a766c84948f3,54b39e31-e71f-41cf-b3d3-653f6cb0014a,4,461.5,1846.0,Drive,Toys,Educational,461.5,Cristina Acosta,Williamsonbury,Oklahoma,Madagascar,51,Other,Debit Card,"83834 Edwards Course Apt. 417, Port Katrina, AL 78999"
cb160182-7db6-4f24-8040-3251c68883c3,2021-03-13 08:52:35,38778dce-2575-4670-823f-e08305fc1703,56935ed2-d28e-4d47-b13b-0d7cd3e587a1,1,246.49,246.49,Can,Home & Kitchen,Decor,246.49,Michael Hutchinson,Nicholaston,Delaware,Denmark,26,Other,Credit Card,"USS Gordon, FPO AA 60659"
15d169c5-9908-409b-b262-05db523bed5e,2021-01-26 07:00:46,a5fa7bf7-c353-400f-a5e5-5ba1688b8671,c17ff034-a802-4678-85c2-a4510849a1b9,4,304.52,1218.08,House,Sports,Outdoor,304.52,Jacob Morales,Vanessamouth,Mississippi,Pitcairn Islands,33,Male,Credit Card,"6046 Melissa Trail Suite 103, New Shawn, RI 47221"
5ffe1602-6df6-40c0-a00b-b0884d167f5e,2022-11-17 12:19:57,a5dfc4d5-a43b-49ca-986c-2932d42af7fb,8a096bb5-5e3b-4a54-87d0-64d0fed9612c,2,125.74,251.48,Where,Books,Comics,125.74,Angela Martinez,Williamsmouth,Indiana,Czech Republic,36,Other,Net Banking,"43364 Patterson Squares, New Sarahfort, WA 12447"
710e4bdf-a89c-4088-9bc9-20c3eab917c2,2022-10-27 13:30:50,bbc5d38d-19ff-4a37-bd51-b69572ef67ff,ca3c8e58-b723-48c2-a9b3-da65c0ed3568,1,186.93,186.93,Rate,Toys,Action Figures,186.93,Jessica Miller,East Cherylshire,Texas,Mali,28,Female,PayPal,"816 Smith Streets Suite 374, West David, MN 48959"
19625668-dba6-4671-8658-708d343e3f28,2023-10-07 17:39:07,9b8d028c-2db3-4555-9a4a-c1535fc60a28,cddd50ee-b553-4e75-a331-291d37ce8d55,2,129.59,259.18,Early,Electronics,Computers,129.59,Jennifer Young,North Taylortown,Montana,Bulgaria,25,Female,Debit Card,"207 Torres Crescent Suite 318, New Jenniferfort, MH 63748"
e8271dca-87ca-46e4-9874-bade6bc65764,2024-09-20 08:51:57,d34728c6-078d-442c-acf5-36a31c0a8adf,e901a72a-cd23-4eaf-bb71-c90953deac27,2,43.2,86.4,Long,Books,Fiction,43.2,Tanya Smith,Williamsberg,Wyoming,Benin,55,Male,Debit Card,"494 Hatfield Valley, Trujilloborough, CA 64481"
97e30e31-9e99-4fef-aa44-b334810597e4,2023-10-14 20:48:29,996187de-2126-4cba-b834-9adc862989a4,de0d12e3-0a5b-4e0d-a0ba-82c6f4aa41d2,1,359.04,359.04,If,Toys,Educational,359.04,Yvonne Glenn,Ramirezville,Alabama,Panama,40,Male,Debit Card,"6814 Diana Brook Suite 664, North Richard, DC 02250"
531bac12-90ca-4572-9e53-26867b29f08f,2021-05-09 00:51:36,592ddf1f-a136-4fb6-9045-55cd4b2eb221,14803620-b5a2-47f7-8864-0f77c9746c78,3,180.73,542.19,Here,Toys,Puzzles,180.73,Dana Villa,Lake Darylfurt,Indiana,Cyprus,37,Other,Debit Card,"2463 Scott Extension Apt. 109, South Kellyton, MO 28157"
ded53aeb-7ceb-476e-8d3a-e00d135da9b6,2021-03-22 10:46:10,80b8c247-cc96-4751-b226-c7bfdde573c2,0dd2e357-1f78-4ad7-8959-13b4554f28b4,2,260.11,520.22,Compare,Electronics,Cameras,260.11,Juan Mcpherson,West Craigburgh,Wyoming,Turkey,70,Female,Net Banking,"3050 Tanya Shoals Suite 404, Wrightmouth, MI 79303"
6894ba1c-f22b-4fb8-b6cd-b3caf7353df8,2024-02-02 18:48:28,0d586abf-ead1-4657-aaa3-f20242491ca5,19a73f83-e862-49fd-99af-6f7a878e355a,3,231.27,693.81,Value,Toys,Puzzles,231.27,Alexander Nunez,Littleborough,Nebraska,Puerto Rico,66,Other,PayPal,"93292 Flynn Shore, Port Stacymouth, KY 55329"
b9f12d45-5753-4860-8090-dbe6a9e834a3,2023-10-16 06:15:38,331cfb2b-6ec6-4455-949f-aec7b4fbc7e9,153fa08a-6a68-4236-9c44-7e58fa9113bd,4,189.79,759.16,Now,Electronics,Mobile Phones,189.79,Michael Hall,New Julia,Nevada,Maldives,41,Other,Credit Card,"70289 Thomas Creek Suite 578, Stephenshaven, OR 85341"
c6886f01-d1f7-4276-91ea-3bec228a306d,2021-01-02 16:30:01,2e3152fc-c12e-4663-9e42-bde5bd1cb30f,403cf62f-378b-4f05-a824-835262ad32bd,1,300.39,300.39,New,Electronics,Computers,300.39,Juan Clayton,Richardhaven,South Carolina,Kazakhstan,66,Female,PayPal,"9402 Susan Islands Suite 391, Philiphaven, CA 97131"
e54823ba-7488-4716-b533-6becc9266911,2021-05-02 01:45:58,1ec00c75-3c4f-47f5-85f5-ecc26982740d,8fb7bec0-a233-4b9b-a0cc-8bb5d98f9000,4,127.52,510.08,Ability,Home & Kitchen,Furniture,127.52,Daniel Shelton,Lindsayside,Nevada,Panama,52,Male,PayPal,"9688 Brian Hill, Michaelchester, WI 51552"
d6daac3d-1c62-4032-abcf-6948b252ede3,2021-12-18 09:00:23,6c5b256a-c870-4be3-82de-10007dfb74cc,47ac48ba-416e-48d6-ba2c-c47d438c0738,5,236.37,1181.85,Tell,Sports,Indoor,236.37,Leon Duffy,Adamchester,Hawaii,Finland,53,Female,Cash on Delivery,"28035 Denise Ways Apt. 722, Mayton, WV 32770"
aa053bae-c826-4d31-88ce-62a803dec943,2021-01-15 10:14:33,48d64ce0-b188-412d-80d0-7021e77b37b4,b43bea2c-cd0c-4991-8aaa-c32d31bbf6dc,4,65.07,260.28,Give,Sports,Outdoor,65.07,Dana Murphy,Ashleyton,Georgia,Andorra,69,Other,Credit Card,"06098 Michael Mountain Suite 750, North Kelly, DE 32015"
be402b73-2cc6-42e6-a279-0adca0706fae,2024-06-23 08:01:57,003e56bb-2b0a-43d2-affa-9bab76036097,097d12e0-7fc5-48c1-bd07-a3810443551c,3,386.58,1159.74,Table,Electronics,Cameras,386.58,Ethan Lewis,West Misty,Nebraska,Chad,19,Other,Credit Card,"0268 Odonnell Shoal Apt. 518, Port Lauratown, NC 46759"
364aa574-94f6-4350-977c-d51b85d9e2ab,2023-12-15 03:21:04,fae301bc-9522-47cf-83a6-92da6fb4af76,0a12c7c6-8dbb-46d4-b9a1-531921b8b7c3,4,342.45,1369.8,Dinner,Sports,Outdoor,342.45,Julia Sanchez,East Michael,New Hampshire,Saint Barthelemy,44,Male,PayPal,"446 Bethany Isle, West Elizabethstad, OH 89788"
41f457d5-1594-4cd5-ad2f-37b29266e2ca,2021-04-21 00:40:14,97999cbf-5834-4cdb-b0ae-0d32dfff365a,a91dcee6-be98-4cb4-bd35-54a23983358d,4,170.65,682.6,Forget,Toys,Puzzles,170.65,Jessica Lopez,Youngchester,Kentucky,Wallis and Futuna,18,Male,PayPal,"635 Osborne Tunnel, Vaughntown, FL 50698"
572888cd-c81c-4445-947a-2d0b58962344,2021-05-19 18:30:14,17e4c844-66e5-4001-9ef2-40460d221d20,2d6820a8-fd50-4e42-bceb-87ba0eccf597,4,448.27,1793.08,Yeah,Clothing,Children,448.27,Catherine Harris,South Jodifurt,Colorado,Dominica,65,Female,Credit Card,"02324 Holland Light, Cynthiaville, MP 33787"
db4d173c-9a2d-4d8a-9985-81a36a6c4d82,2022-05-02 18:35:23,70929d85-cd97-4aa2-8c9a-8a2ec44e38fb,078c9b9d-39bc-4b92-9155-3b8ab001f56b,1,240.07,240.07,Herself,Sports,Indoor,240.07,Nicholas Romero,East Billy,Virginia,Western Sahara,55,Other,Debit Card,"51667 Young Fields, Morganbury, SC 41528"
